State,District,Year,Crop,Area,Production,Ratio,Avg Month Temp,annual-min,annual-max,min-temp,max-temp,month,week
Maharashtra,Ratnagiri,1936,Rice,80289,431217,5.370810447,19.38,24.18,21.4,20.9,17.86,december,four
Maharashtra,Ratnagiri,1937,Rice,97643,880283,9.015321119,25.575,25.61,29.43,28.37,22.78,january ,one 
Maharashtra,Ratnagiri,1937,Rice,90905,257861,2.836598647,16.69,22.62,29.42,16.68,16.7,january ,two 
Maharashtra,Ratnagiri,1937,Rice,96575,269331,2.788827336,24.785,17.55,25.94,23.44,26.13,january ,three
Maharashtra,Ratnagiri,1937,Rice,70515,776843,11.01670567,29.07,27.3,26.39,28.49,29.65,january ,four
Maharashtra,Ratnagiri,1937,Rice,65634,860090,13.10433617,26.805,26.45,22.56,23.96,29.65,february ,one 
Maharashtra,Ratnagiri,1937,Rice,81727,969084,11.85757461,21.67,23.64,15.05,17.48,25.86,february ,two 
Maharashtra,Ratnagiri,1937,Rice,97884,472360,4.825712067,21.365,27.17,21.03,21.31,21.42,february ,three
Maharashtra,Ratnagiri,1937,Rice,60940,517678,8.49488021,27.94,21.51,27.58,27.76,28.12,february ,four
Maharashtra,Ratnagiri,1937,Rice,96548,330379,3.421914488,23.09,24.47,20.55,17.4,28.78,march ,one 
Maharashtra,Ratnagiri,1937,Rice,99841,841845,8.431856652,24.865,26.06,20.27,29.31,20.42,march ,two 
Maharashtra,Ratnagiri,1937,Rice,50871,978756,19.2399599,18.355,15.12,29.22,19.33,17.38,march ,three
Maharashtra,Ratnagiri,1937,Rice,98072,309714,3.158026756,22.515,21.55,21.73,17.07,27.96,march ,four
Maharashtra,Ratnagiri,1937,Rice,90397,966581,10.69262254,27.715,23.93,21.32,27.24,28.19,april,one 
Maharashtra,Ratnagiri,1937,Rice,70448,358657,5.091088462,23.295,28.86,21.72,16.65,29.94,april,two 
Maharashtra,Ratnagiri,1937,Rice,51076,529666,10.37015428,23.915,22.38,16.13,21.05,26.78,april,three
Maharashtra,Ratnagiri,1937,Rice,64833,905653,13.96901269,18.575,25.7,15.9,19.1,18.05,april,four
Maharashtra,Ratnagiri,1937,Rice,71132,475675,6.687215318,23.3,20.66,18.88,18.38,28.22,may,one 
Maharashtra,Ratnagiri,1937,Rice,71220,540380,7.587475428,25.385,22.24,23.5,27.78,22.99,may,two 
Maharashtra,Ratnagiri,1937,Rice,58181,756477,13.00213128,26.535,20.64,22.6,29.26,23.81,may,three
Maharashtra,Ratnagiri,1937,Rice,54240,860571,15.86598451,18.4,21.81,21.56,15.61,21.19,may,four
Maharashtra,Ratnagiri,1937,Rice,81979,844163,10.29730785,19.51,25.51,20.61,19.13,19.89,june,one 
Maharashtra,Ratnagiri,1937,Rice,63990,465190,7.269729645,22.09,29.26,25.74,15.95,28.23,june,two 
Maharashtra,Ratnagiri,1937,Rice,83945,317768,3.785430937,23.375,20.59,19.15,27.47,19.28,june,three
Maharashtra,Ratnagiri,1937,Rice,70423,400062,5.680842906,15.86,23.83,23.34,15.8,15.92,june,four
Maharashtra,Ratnagiri,1937,Rice,96949,920200,9.491588361,24.495,17.08,18.29,23.33,25.66,july,one 
Maharashtra,Ratnagiri,1937,Rice,58694,871089,14.84119331,21.26,29.35,19.23,19.15,23.37,july,two 
Maharashtra,Ratnagiri,1937,Rice,51591,320911,6.220290361,19.7,18.21,23.1,17.11,22.29,july,three
Maharashtra,Ratnagiri,1937,Rice,83758,519557,6.203073139,24.045,16.46,24.5,19.12,28.97,july,four
Maharashtra,Ratnagiri,1937,Rice,58909,675961,11.47466431,15.94,28.95,21.08,16.85,15.03,august,one 
Maharashtra,Ratnagiri,1937,Rice,77702,738877,9.509111735,20.12,27.75,19.2,23.42,16.82,august,two 
Maharashtra,Ratnagiri,1937,Rice,75401,706415,9.36877495,24.615,21.9,19.3,19.28,29.95,august,three
Maharashtra,Ratnagiri,1937,Rice,60457,569760,9.424218866,18.415,26.49,27.45,18.94,17.89,august,four
Maharashtra,Ratnagiri,1937,Rice,83607,647070,7.739423732,17.77,16.94,22.16,15.19,20.35,september,one 
Maharashtra,Ratnagiri,1937,Rice,81877,472138,5.766430133,23.935,23.21,15.45,24.74,23.13,september,two 
Maharashtra,Ratnagiri,1937,Rice,72910,556954,7.638924702,18.775,17.92,21.47,15.43,22.12,september,three
Maharashtra,Ratnagiri,1937,Rice,82229,324640,3.947998881,26.07,25.83,29.17,23.2,28.94,september,four
Maharashtra,Ratnagiri,1937,Rice,79332,486080,6.127161801,26.14,27.71,24.41,25.37,26.91,october,one 
Maharashtra,Ratnagiri,1937,Rice,58216,293501,5.041586505,21.075,29.57,25.9,24.59,17.56,october,two 
Maharashtra,Ratnagiri,1937,Rice,92437,956311,10.34554345,20.635,29.19,18.84,16.74,24.53,october,three
Maharashtra,Ratnagiri,1937,Rice,90243,217819,2.413694137,21.71,28.04,28.88,22.18,21.24,october,four
Maharashtra,Ratnagiri,1937,Rice,85164,527142,6.189728054,22.465,22.43,27.92,21.65,23.28,november,one 
Maharashtra,Ratnagiri,1937,Rice,96529,782116,8.102394099,20.99,17.36,27.96,26.61,15.37,november,two 
Maharashtra,Ratnagiri,1937,Rice,87637,567352,6.4738866,23.265,21.91,17.72,26.67,19.86,november,three
Maharashtra,Ratnagiri,1937,Rice,90768,277060,3.052397321,24.445,28.97,22.36,18.92,29.97,november,four
Maharashtra,Ratnagiri,1937,Rice,56551,452176,7.995897508,27.45,22.82,20.22,29.77,25.13,december,one 
Maharashtra,Ratnagiri,1937,Rice,89322,593496,6.644454894,17.315,23.65,29.17,17.7,16.93,december,two 
Maharashtra,Ratnagiri,1937,Rice,94056,905321,9.625340223,26.505,15.45,19.02,29.62,23.39,december,three
Maharashtra,Ratnagiri,1937,Rice,68243,510957,7.487317381,21.325,23.06,19.74,23.74,18.91,december,four
Maharashtra,Ratnagiri,1938,Rice,76632,269554,3.517512266,16.32,24.07,24.79,16.61,16.03,january ,one 
Maharashtra,Ratnagiri,1938,Rice,96438,456840,4.737136813,18.96,23.6,22.74,20.77,17.15,january ,two 
Maharashtra,Ratnagiri,1938,Rice,86193,822543,9.543037138,26.12,27.55,25.13,26.49,25.75,january ,three
Maharashtra,Ratnagiri,1938,Rice,69446,724014,10.42556807,24.935,17.07,20.17,22.15,27.72,january ,four
Maharashtra,Ratnagiri,1938,Rice,78900,510528,6.470570342,22.63,16.2,25.62,15.47,29.79,february ,one 
Maharashtra,Ratnagiri,1938,Rice,62000,254195,4.099919355,16.645,24.76,20.33,17.73,15.56,february ,two 
Maharashtra,Ratnagiri,1938,Rice,99353,997516,10.04011957,21.505,20.99,25.25,22.29,20.72,february ,three
Maharashtra,Ratnagiri,1938,Rice,60018,940346,15.66773301,21.17,25.05,23.77,20.27,22.07,february ,four
Maharashtra,Ratnagiri,1938,Rice,85143,518836,6.093701185,28.275,15.62,27.1,28.49,28.06,march ,one 
Maharashtra,Ratnagiri,1938,Rice,72195,947641,13.12613062,21.035,28.24,23.81,24.38,17.69,march ,two 
Maharashtra,Ratnagiri,1938,Rice,58101,482809,8.30982255,25.005,17.74,18.36,22.6,27.41,march ,three
Maharashtra,Ratnagiri,1938,Rice,73508,540014,7.346329651,20.185,19.01,15.33,18.05,22.32,march ,four
Maharashtra,Ratnagiri,1938,Rice,83500,998321,11.95594012,18.87,21.26,15.86,16.98,20.76,april,one 
Maharashtra,Ratnagiri,1938,Rice,51028,330193,6.470819942,20.275,19.68,16.33,21.71,18.84,april,two 
Maharashtra,Ratnagiri,1938,Rice,54596,932582,17.0815078,20.82,22.1,15.62,24.49,17.15,april,three
Maharashtra,Ratnagiri,1938,Rice,53428,243998,4.56685633,18.55,23.65,18.19,21.99,15.11,april,four
Maharashtra,Ratnagiri,1938,Rice,77935,848185,10.88323603,22.9,19.52,27.1,24.63,21.17,may,one 
Maharashtra,Ratnagiri,1938,Rice,69859,551211,7.890336249,22.265,24.54,28.56,18.53,26,may,two 
Maharashtra,Ratnagiri,1938,Rice,67836,801058,11.80874462,20.075,26.02,18.03,21.03,19.12,may,three
Maharashtra,Ratnagiri,1938,Rice,90711,919543,10.13706166,23.855,22.23,25.02,19.82,27.89,may,four
Maharashtra,Ratnagiri,1938,Rice,86613,260571,3.008451387,22.995,23.36,20.08,28.69,17.3,june,one 
Maharashtra,Ratnagiri,1938,Rice,86869,326556,3.759177612,19.665,18.26,15.15,16.73,22.6,june,two 
Maharashtra,Ratnagiri,1938,Rice,75017,455069,6.066211659,24.875,26.67,18.73,21.16,28.59,june,three
Maharashtra,Ratnagiri,1938,Rice,53797,721252,13.4069186,25.01,17.59,21.14,27.14,22.88,june,four
Maharashtra,Ratnagiri,1938,Rice,90235,806947,8.942727323,22.03,24.93,25.72,26.1,17.96,july,one 
Maharashtra,Ratnagiri,1938,Rice,58638,413161,7.045959958,26.025,20.16,18.73,28.99,23.06,july,two 
Maharashtra,Ratnagiri,1938,Rice,85080,604522,7.105336154,17.39,27.1,20.6,17.77,17.01,july,three
Maharashtra,Ratnagiri,1938,Rice,67080,368216,5.489206917,22.92,25.55,15.8,18.96,26.88,july,four
Maharashtra,Ratnagiri,1938,Rice,94980,906573,9.544883133,18.925,19.26,21.27,18.31,19.54,august,one 
Maharashtra,Ratnagiri,1938,Rice,84621,978584,11.56431619,21.075,27.15,25.48,25.79,16.36,august,two 
Maharashtra,Ratnagiri,1938,Rice,74894,899049,12.00428606,20.73,26.53,16.62,21.64,19.82,august,three
Maharashtra,Ratnagiri,1938,Rice,88371,572332,6.476468525,20.38,25.25,24.61,25.45,15.31,august,four
Maharashtra,Ratnagiri,1938,Rice,84084,734509,8.735419343,21.985,18.79,20.8,16.3,27.67,september,one 
Maharashtra,Ratnagiri,1938,Rice,99163,353484,3.564676341,24.43,28.79,26.08,29.29,19.57,september,two 
Maharashtra,Ratnagiri,1938,Rice,89494,722571,8.073960265,22.745,27.03,19.85,16.75,28.74,september,three
Maharashtra,Ratnagiri,1938,Rice,60153,216324,3.596229614,23.275,24.96,19.2,26.87,19.68,september,four
Maharashtra,Ratnagiri,1938,Rice,60677,308923,5.091270168,25.535,22.7,18.76,29.62,21.45,october,one 
Maharashtra,Ratnagiri,1938,Rice,62162,603200,9.703677488,22.76,25.02,16.19,28.49,17.03,october,two 
Maharashtra,Ratnagiri,1938,Rice,93056,289656,3.112706327,24.21,26.91,20.35,19.66,28.76,october,three
Maharashtra,Ratnagiri,1938,Rice,61436,393108,6.398658767,23.12,20.44,25.38,27.46,18.78,october,four
Maharashtra,Ratnagiri,1938,Rice,82974,705340,8.50073517,24.715,23.14,21.26,21.12,28.31,november,one 
Maharashtra,Ratnagiri,1938,Rice,64277,332384,5.171118752,24.715,29.22,26.62,29.85,19.58,november,two 
Maharashtra,Ratnagiri,1938,Rice,51978,422817,8.134537689,24.065,22.16,28.91,27,21.13,november,three
Maharashtra,Ratnagiri,1938,Rice,85027,482935,5.679784069,23.22,22.91,28.04,22.33,24.11,november,four
Maharashtra,Ratnagiri,1938,Rice,91548,876929,9.578898501,21.845,23.68,19.69,16.67,27.02,december,one 
Maharashtra,Ratnagiri,1938,Rice,93293,274527,2.942632352,26.36,23.54,22.5,26.45,26.27,december,two 
Maharashtra,Ratnagiri,1938,Rice,62316,778122,12.48671288,28.005,15.11,22.79,28.9,27.11,december,three
Maharashtra,Ratnagiri,1938,Rice,92887,766898,8.256246838,26.63,29.76,29.53,23.78,29.48,december,four
Maharashtra,Ratnagiri,1939,Rice,85546,394717,4.614090665,22.06,23.29,15.99,20.24,23.88,january ,one 
Maharashtra,Ratnagiri,1939,Rice,83490,744219,8.913869925,19.7,20.75,27.26,22.33,17.07,january ,two 
Maharashtra,Ratnagiri,1939,Rice,89562,466910,5.213260088,20.63,29.71,28.56,19.1,22.16,january ,three
Maharashtra,Ratnagiri,1939,Rice,82008,916317,11.17350746,27.22,29.59,23.9,24.52,29.92,january ,four
Maharashtra,Ratnagiri,1939,Rice,74818,315497,4.216859579,28.245,26.36,16.96,26.89,29.6,february ,one 
Maharashtra,Ratnagiri,1939,Rice,65168,739642,11.34977289,18.565,28.58,21,20.88,16.25,february ,two 
Maharashtra,Ratnagiri,1939,Rice,60505,686026,11.33833567,27.97,19.76,15.03,29.01,26.93,february ,three
Maharashtra,Ratnagiri,1939,Rice,96907,479412,4.947134882,25.96,25.86,19.69,22.09,29.83,february ,four
Maharashtra,Ratnagiri,1939,Rice,83292,389783,4.67971714,23.665,29.38,26.65,19.31,28.02,march ,one 
Maharashtra,Ratnagiri,1939,Rice,68176,967158,14.18619456,23.445,27.77,15.52,29.41,17.48,march ,two 
Maharashtra,Ratnagiri,1939,Rice,84946,908869,10.69937372,24.99,29.68,18.71,29.62,20.36,march ,three
Maharashtra,Ratnagiri,1939,Rice,58029,910215,15.68551931,21.065,17.64,27.3,17.77,24.36,march ,four
Maharashtra,Ratnagiri,1939,Rice,68900,911544,13.22995646,27.315,15.21,24.85,24.77,29.86,april,one 
Maharashtra,Ratnagiri,1939,Rice,54743,295562,5.399082988,22.34,15.52,25.93,26.9,17.78,april,two 
Maharashtra,Ratnagiri,1939,Rice,69221,508295,7.343075078,20.36,26.21,15.5,20.95,19.77,april,three
Maharashtra,Ratnagiri,1939,Rice,56096,775424,13.8231603,16.31,27.45,18.22,15.11,17.51,april,four
Maharashtra,Ratnagiri,1939,Rice,54141,488457,9.021942705,22.25,28.26,19.01,18.36,26.14,may,one 
Maharashtra,Ratnagiri,1939,Rice,73333,386054,5.264396656,18.86,16.4,24.07,21.31,16.41,may,two 
Maharashtra,Ratnagiri,1939,Rice,96219,725468,7.53975826,24.09,19.51,24.83,18.9,29.28,may,three
Maharashtra,Ratnagiri,1939,Rice,81720,291506,3.567131669,21.855,27.32,29.18,15.5,28.21,may,four
Maharashtra,Ratnagiri,1939,Rice,66542,672991,10.11377776,21.675,21.61,16.96,25.14,18.21,june,one 
Maharashtra,Ratnagiri,1939,Rice,73044,864398,11.83393571,28.065,20.69,24.41,27.39,28.74,june,two 
Maharashtra,Ratnagiri,1939,Rice,65207,417829,6.407732299,19.18,25.94,19.83,17.86,20.5,june,three
Maharashtra,Ratnagiri,1939,Rice,53373,874487,16.38444532,24.525,19.45,29.82,21.89,27.16,june,four
Maharashtra,Ratnagiri,1939,Rice,60858,639080,10.50116665,17.315,15.04,26.45,15.41,19.22,july,one 
Maharashtra,Ratnagiri,1939,Rice,58959,914711,15.51435743,23.355,29.69,17.46,20.7,26.01,july,two 
Maharashtra,Ratnagiri,1939,Rice,68522,713946,10.41922302,19.49,26.29,17.21,19.84,19.14,july,three
Maharashtra,Ratnagiri,1939,Rice,87008,652732,7.50197683,24.01,21.4,25.26,28.23,19.79,july,four
Maharashtra,Ratnagiri,1939,Rice,98835,276731,2.799929175,27.83,25.48,25.6,28.61,27.05,august,one 
Maharashtra,Ratnagiri,1939,Rice,74762,933406,12.4850325,23.745,28.43,18.46,29.8,17.69,august,two 
Maharashtra,Ratnagiri,1939,Rice,55803,675857,12.11148146,22.17,25.45,28.57,25.53,18.81,august,three
Maharashtra,Ratnagiri,1939,Rice,87239,357882,4.102316624,23.37,17.91,22.6,22.33,24.41,august,four
Maharashtra,Ratnagiri,1939,Rice,87619,481803,5.498841575,19.565,22.5,21.29,23.55,15.58,september,one 
Maharashtra,Ratnagiri,1939,Rice,50202,784935,15.63553245,21.625,29.93,18.84,24.38,18.87,september,two 
Maharashtra,Ratnagiri,1939,Rice,90463,615851,6.807766711,23.13,15.86,22.54,18.38,27.88,september,three
Maharashtra,Ratnagiri,1939,Rice,73842,911240,12.34040248,26.825,24.34,22.45,27.56,26.09,september,four
Maharashtra,Ratnagiri,1939,Rice,98121,617279,6.29099785,21.895,21.5,21.26,25.06,18.73,october,one 
Maharashtra,Ratnagiri,1939,Rice,78757,245203,3.113412141,21.605,15.38,27.7,18.57,24.64,october,two 
Maharashtra,Ratnagiri,1939,Rice,68613,381088,5.55416612,20.895,27.74,24.7,18.82,22.97,october,three
Maharashtra,Ratnagiri,1939,Rice,91906,543482,5.913455052,19,24.75,19.81,18.6,19.4,october,four
Maharashtra,Ratnagiri,1939,Rice,97344,502102,5.15801693,23.99,20.92,21.71,23.44,24.54,november,one 
Maharashtra,Ratnagiri,1939,Rice,52583,465692,8.856322386,16.635,15.51,27.24,15.94,17.33,november,two 
Maharashtra,Ratnagiri,1939,Rice,82021,695330,8.477463089,23.17,28.22,18.36,23.38,22.96,november,three
Maharashtra,Ratnagiri,1939,Rice,66869,523826,7.833614979,19.92,26.93,16.24,22.19,17.65,november,four
Maharashtra,Ratnagiri,1939,Rice,74651,316330,4.237451608,25.89,23.75,27.73,25.84,25.94,december,one 
Maharashtra,Ratnagiri,1939,Rice,79255,278331,3.511841524,27.36,23.83,23.29,25.06,29.66,december,two 
Maharashtra,Ratnagiri,1939,Rice,83953,246773,2.939418484,23.915,28.12,19.62,21.62,26.21,december,three
Maharashtra,Ratnagiri,1939,Rice,89665,866916,9.668387888,22,21,19.2,28.14,15.86,december,four
Maharashtra,Ratnagiri,1940,Rice,84752,272205,3.211782613,18.58,26.01,26.26,20.27,16.89,january ,one 
Maharashtra,Ratnagiri,1940,Rice,56219,379253,6.745993347,23.575,20.08,17.07,28.56,18.59,january ,two 
Maharashtra,Ratnagiri,1940,Rice,82805,200015,2.415494233,22.81,26.26,21.97,28.78,16.84,january ,three
Maharashtra,Ratnagiri,1940,Rice,56935,242240,4.254676385,19.54,29.83,27.54,21.99,17.09,january ,four
Maharashtra,Ratnagiri,1940,Rice,61259,291709,4.761896211,23.35,15.15,21.7,29.83,16.87,february ,one 
Maharashtra,Ratnagiri,1940,Rice,63800,446079,6.991833856,23.37,24.61,15.56,24.27,22.47,february ,two 
Maharashtra,Ratnagiri,1940,Rice,55531,590887,10.64066918,25.41,18.03,21.16,22.64,28.18,february ,three
Maharashtra,Ratnagiri,1940,Rice,59865,746540,12.47039171,23.74,21.73,25.38,18.58,28.9,february ,four
Maharashtra,Ratnagiri,1940,Rice,98537,480337,4.874686666,22.575,20.1,16.51,28.98,16.17,march ,one 
Maharashtra,Ratnagiri,1940,Rice,85608,379732,4.435706943,25.57,18.91,22.39,24.75,26.39,march ,two 
Maharashtra,Ratnagiri,1940,Rice,66848,373879,5.592972116,19.82,25.84,25.87,16.96,22.68,march ,three
Maharashtra,Ratnagiri,1940,Rice,98567,945794,9.595442694,20.06,21.55,25.51,18.1,22.02,march ,four
Maharashtra,Ratnagiri,1940,Rice,56190,826706,14.71268909,17.98,15.38,18.1,20.88,15.08,april,one 
Maharashtra,Ratnagiri,1940,Rice,51071,205901,4.031661804,24.43,22.82,24.9,22.5,26.36,april,two 
Maharashtra,Ratnagiri,1940,Rice,65387,472520,7.226512915,27.065,28.53,23.6,27.19,26.94,april,three
Maharashtra,Ratnagiri,1940,Rice,55473,609007,10.97843996,24.845,24.59,18.49,28.35,21.34,april,four
Maharashtra,Ratnagiri,1940,Rice,73743,414755,5.624330445,25.14,20.92,18.87,22.49,27.79,may,one 
Maharashtra,Ratnagiri,1940,Rice,56551,660791,11.68486853,15.955,22.24,29.07,15.56,16.35,may,two 
Maharashtra,Ratnagiri,1940,Rice,79819,851046,10.66219822,25.7,28.26,26.55,24.53,26.87,may,three
Maharashtra,Ratnagiri,1940,Rice,67921,205204,3.021215824,21.705,29.56,15.32,28.09,15.32,may,four
Maharashtra,Ratnagiri,1940,Rice,78917,275749,3.494164755,23.885,21.86,27.78,29.36,18.41,june,one 
Maharashtra,Ratnagiri,1940,Rice,86110,254235,2.952444548,19.26,22.88,27.76,18.26,20.26,june,two 
Maharashtra,Ratnagiri,1940,Rice,63557,317300,4.992369055,22.66,15.51,20.48,16.17,29.15,june,three
Maharashtra,Ratnagiri,1940,Rice,52212,306459,5.869512756,22.43,18.67,22.64,29.41,15.45,june,four
Maharashtra,Ratnagiri,1940,Rice,88891,889066,10.00175496,19.855,19.81,20.73,24.5,15.21,july,one 
Maharashtra,Ratnagiri,1940,Rice,67779,297719,4.392496201,19.475,23.81,25.18,23.44,15.51,july,two 
Maharashtra,Ratnagiri,1940,Rice,83318,673612,8.084831609,28.015,17.64,23.69,29.43,26.6,july,three
Maharashtra,Ratnagiri,1940,Rice,99424,227178,2.284941262,17.735,22.72,24.95,20.01,15.46,july,four
Maharashtra,Ratnagiri,1940,Rice,97016,786165,8.103457162,27.09,23.94,29.11,25.57,28.61,august,one 
Maharashtra,Ratnagiri,1940,Rice,66440,843908,12.70180614,22.645,25.07,28.65,20.82,24.47,august,two 
Maharashtra,Ratnagiri,1940,Rice,80069,441581,5.515005807,25.625,20.14,25.84,24.36,26.89,august,three
Maharashtra,Ratnagiri,1940,Rice,58001,574997,9.913570456,19.825,23.79,27.11,21.83,17.82,august,four
Maharashtra,Ratnagiri,1940,Rice,65805,275849,4.191915508,25.045,26.77,16.55,27.94,22.15,september,one 
Maharashtra,Ratnagiri,1940,Rice,58859,982443,16.69146605,19.91,15.75,15.43,23.22,16.6,september,two 
Maharashtra,Ratnagiri,1940,Rice,97131,844006,8.689357672,18.965,19,17.35,21.81,16.12,september,three
Maharashtra,Ratnagiri,1940,Rice,75643,747224,9.878296736,23.43,19.05,16.94,24.68,22.18,september,four
Maharashtra,Ratnagiri,1940,Rice,61065,224445,3.675509703,22.03,23.33,23.73,25.02,19.04,october,one 
Maharashtra,Ratnagiri,1940,Rice,67477,206556,3.061131941,18.83,28.64,22.99,15.35,22.31,october,two 
Maharashtra,Ratnagiri,1940,Rice,68793,422590,6.142921518,19.9,25.99,26.8,24.58,15.22,october,three
Maharashtra,Ratnagiri,1940,Rice,65715,373306,5.680681732,16.325,19.96,19.52,15.21,17.44,october,four
Maharashtra,Ratnagiri,1940,Rice,61255,671920,10.969227,25.835,24.41,17.95,25.49,26.18,november,one 
Maharashtra,Ratnagiri,1940,Rice,66861,968548,14.48599333,21.78,23.67,29.74,23.17,20.39,november,two 
Maharashtra,Ratnagiri,1940,Rice,74273,643890,8.669233773,22.85,26.28,18.34,27.95,17.75,november,three
Maharashtra,Ratnagiri,1940,Rice,78269,353375,4.514878177,22.31,15.09,28.4,29.09,15.53,november,four
Maharashtra,Ratnagiri,1940,Rice,84708,971262,11.46600085,18.7,21.52,16.73,16.39,21.01,december,one 
Maharashtra,Ratnagiri,1940,Rice,97616,544669,5.579710293,19.58,18.14,28.6,20.81,18.35,december,two 
Maharashtra,Ratnagiri,1940,Rice,88345,380716,4.309423284,20.265,16,18.38,22.6,17.93,december,three
Maharashtra,Ratnagiri,1940,Rice,86115,739831,8.591197817,19.315,25.5,15.91,21.24,17.39,december,four
Maharashtra,Ratnagiri,1941,Rice,64135,234824,3.661401731,18.73,27.54,17.15,21.18,16.28,january ,one 
Maharashtra,Ratnagiri,1941,Rice,92639,971584,10.48785069,19.135,24.28,19.18,18.91,19.36,january ,two 
Maharashtra,Ratnagiri,1941,Rice,89210,841556,9.433426746,23.51,25.16,19.6,22.53,24.49,january ,three
Maharashtra,Ratnagiri,1941,Rice,53908,851607,15.79741411,21.675,20.4,27.37,15.3,28.05,january ,four
Maharashtra,Ratnagiri,1941,Rice,70969,537078,7.567783117,23.765,17.7,26.91,23.53,24,february ,one 
Maharashtra,Ratnagiri,1941,Rice,53003,372887,7.035205554,20.845,23.06,27.88,21.31,20.38,february ,two 
Maharashtra,Ratnagiri,1941,Rice,73384,940614,12.81769868,23.435,15.04,23.87,19.69,27.18,february ,three
Maharashtra,Ratnagiri,1941,Rice,52526,458838,8.735445303,27.77,17.19,15.04,27.84,27.7,february ,four
Maharashtra,Ratnagiri,1941,Rice,61302,249053,4.06272226,22.165,15.21,20.47,18.69,25.64,march ,one 
Maharashtra,Ratnagiri,1941,Rice,56318,487003,8.647377393,25.25,15.19,28.81,23.95,26.55,march ,two 
Maharashtra,Ratnagiri,1941,Rice,59146,360948,6.102661211,23.83,18.94,24.04,28.99,18.67,march ,three
Maharashtra,Ratnagiri,1941,Rice,74312,923305,12.42470933,18.745,21.52,20.76,15.08,22.41,march ,four
Maharashtra,Ratnagiri,1941,Rice,73026,238319,3.2634815,21.07,29.25,28.83,19.61,22.53,april,one 
Maharashtra,Ratnagiri,1941,Rice,72510,628892,8.673176114,20.54,19.27,20.37,17.09,23.99,april,two 
Maharashtra,Ratnagiri,1941,Rice,90665,595260,6.565488336,23.275,22.56,16.94,22.45,24.1,april,three
Maharashtra,Ratnagiri,1941,Rice,92063,924339,10.04028763,17.625,18.55,26.83,20.11,15.14,april,four
Maharashtra,Ratnagiri,1941,Rice,65912,698423,10.59629506,21.585,17.04,22.8,17.23,25.94,may,one 
Maharashtra,Ratnagiri,1941,Rice,85131,595192,6.991483713,27.555,15.01,18.03,27.59,27.52,may,two 
Maharashtra,Ratnagiri,1941,Rice,72008,348483,4.839503944,25.995,18.26,26.69,27,24.99,may,three
Maharashtra,Ratnagiri,1941,Rice,62836,853662,13.58555605,21.9,19.78,17.42,25.25,18.55,may,four
Maharashtra,Ratnagiri,1941,Rice,51309,673873,13.13362178,22.63,20.83,20.95,21.95,23.31,june,one 
Maharashtra,Ratnagiri,1941,Rice,64754,634290,9.795379436,22.845,15.84,28.9,18.66,27.03,june,two 
Maharashtra,Ratnagiri,1941,Rice,56679,915359,16.14987914,23.425,25.07,21.55,28.9,17.95,june,three
Maharashtra,Ratnagiri,1941,Rice,78484,466157,5.939516335,23.39,18.24,29.62,26.23,20.55,june,four
Maharashtra,Ratnagiri,1941,Rice,83328,527248,6.327380952,21.615,26.88,22.32,24.74,18.49,july,one 
Maharashtra,Ratnagiri,1941,Rice,94902,398668,4.20083876,20.42,23.14,28.76,18.2,22.64,july,two 
Maharashtra,Ratnagiri,1941,Rice,70985,975094,13.73662041,26.62,26.02,22.29,25.32,27.92,july,three
Maharashtra,Ratnagiri,1941,Rice,87780,332226,3.784757348,22.89,19.01,18.99,22.51,23.27,july,four
Maharashtra,Ratnagiri,1941,Rice,71490,324558,4.539907679,21.52,25.66,27.39,19.02,24.02,august,one 
Maharashtra,Ratnagiri,1941,Rice,71764,288348,4.018003456,27.76,17.15,27.09,28.63,26.89,august,two 
Maharashtra,Ratnagiri,1941,Rice,78676,332564,4.227006965,22.745,20.93,23.68,18.42,27.07,august,three
Maharashtra,Ratnagiri,1941,Rice,98244,454278,4.623977037,27.825,17.8,19.62,28.84,26.81,august,four
Maharashtra,Ratnagiri,1941,Rice,92133,522906,5.67555599,22.035,29.01,24.15,22.88,21.19,september,one 
Maharashtra,Ratnagiri,1941,Rice,52090,205278,3.940833173,22.66,15.79,16.31,22.7,22.62,september,two 
Maharashtra,Ratnagiri,1941,Rice,70254,394889,5.62087568,20.145,17.18,23.12,21.24,19.05,september,three
Maharashtra,Ratnagiri,1941,Rice,98147,674018,6.867433544,18.11,27.51,18.51,17.73,18.49,september,four
Maharashtra,Ratnagiri,1941,Rice,90269,661904,7.332572644,26.085,16.98,29.55,23.4,28.77,october,one 
Maharashtra,Ratnagiri,1941,Rice,58927,304095,5.160537614,19.69,22.62,18.5,15.06,24.32,october,two 
Maharashtra,Ratnagiri,1941,Rice,54392,980663,18.02954479,21.22,21.62,15.7,22.29,20.15,october,three
Maharashtra,Ratnagiri,1941,Rice,91263,871674,9.551231057,20.06,17.2,15.76,19.74,20.38,october,four
Maharashtra,Ratnagiri,1941,Rice,81173,961309,11.84271864,24.5,29.58,22.02,25.19,23.81,november,one 
Maharashtra,Ratnagiri,1941,Rice,71444,654849,9.165906164,20.69,29.08,29.64,26.24,15.14,november,two 
Maharashtra,Ratnagiri,1941,Rice,60435,387678,6.414792753,21.375,21.33,25.05,27.26,15.49,november,three
Maharashtra,Ratnagiri,1941,Rice,89273,457096,5.120204317,21.07,26.31,15.67,19.04,23.1,november,four
